Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,Address,BldgClass,LandUse,OwnerType,OwnerName,LotArea,HistDist,Landmark,BBL,Vacant,SoftSite,Adjacency
MN,"9","7","101","9","1020","02","1","10004",7 STATE STREET,M1,"08",X,THE MISSION OF OUR LADY OF ROSARY OF THE  CITY OF,"6037",,INDIVIDUAL LANDMARK,1000090007.00000000000,,,
MN,"399","11","103","32","5000","01","2","10009",206 EAST 4 STREET,M9,"08",X,RC CH MOST HOLY REDEE,"32246",,,1003990011.00000000000,,,
MN,"1654","39","111","170","2001","04","8","10029",222 EAST 105 STREET,M9,"08",X,PERFECTING FAITH CHURCH,"1489",,,1016540039.00000000000,"1",,vacant onl
MN,"1789","39","111","242","3009","05","8","10035",220 EAST 125 STREET,M9,"08",X,CHURCH OF SCIENTOLOGY RELIGIOUS TRUST,"5046",,,1017890039.00000000000,"1",,vacant onl
MN,"2215","66","208","309","4002","10","10","10463",168 WEST 225 STREET,M1,"08",X,MISSION PENTECOSTALETC,"7050",,,1022150066.00000000000,,,
MN,"390","52","103","26.02","2001","01","2","10009",207 EAST 7 STREET,M1,"08",X,EAST SEVENTH BAPTISTMINISTRY-GRAFFITTI I NC.,"3880",,,1003900052.00000000000,,,
MN,"439","1","103","34","3000","01","2","10009",182 1 AVENUE,M9,"08",,ISLAMIC CNCL OF AMERICA,"2825",,,1004390001.00000000000,,,
MN,"449","20","103","38","7001","01","2","10003",62 ST MARKS PLACE,M1,"08",X,RC CHUR OF ST CYRIL,"2563",,,1004490020.00000000000,,,
MN,"1417","44","108","110","2000","02","4","10065",206 EAST 63 STREET,M9,"08",X,BUDDHIST SOCIETY FOR COMPASSIONATE WISDO M,"2510",,,1014170044.00000000000,,,
MN,"897","60","106","48","3000","02","2","10003",4 RUTHERFORD PLACE,M1,"08",X,PROT EPIS CHUR ST GEO,"2632",Stuyvesant Square Historic District,,1008970060.00000000000,,,
MN,"1447","18","108","126","1002","02","5","10021",347 EAST 72 STREET,M1,"08",X,THE THEOSOPHY CO,"2861",,,1014470018.00000000000,,,
MN,"1550","17","108","146.02","5000","02","5","10128",341 EAST 87 STREET,M3,"08",X,CHURCH OF THE HOLY TR,"2025",,,1015500017.00000000000,,,
MN,"1298","28","106","92","1014","02","4","10017",143 EAST 43 STREET,M1,"08",X,RC CHUR OF ST AGNES,"10544",,,1012980028.00000000000,,,
MN,"1718","24","110","200","1002","03","9","10026",37 WEST 119 STREET,M1,"08",,EMANUEL A M E CHURCH,"7064",Mount Morris Park Historic District,,1017180024.00000000000,,,
MN,"1754","5","111","206","1002","05","9","10035",5 EAST 129 STREET,M1,"08",X,SECOND CORINTHIAN BAPTIST CHURCH INC,"2748",,,1017540005.00000000000,"1",,vacant onl
MN,"449","13","103","38","7001","01","2","10003",48 ST MARKS PLACE,M3,"08",X,FIRST UNITED METHODIST CHURCH IN FLUSHIN G,"2438",,,1004490013.00000000000,,,
MN,"1849","36","110","201.02","3000","03","9","10026",371 MANHATTAN AVENUE,M1,"08",,BLUE ASHES LLC,"2000",,,1018490036.00000000000,,,
MN,"1409","8","108","128","4002","02","4","10021",119 EAST 74 STREET,M1,"08",X,CHURCH OF RESURRECTIO,"3065",Upper East Side Historic District,,1014090008.00000000000,,,
MN,"517","37","102","49","3001","02","3","10012",171 PRINCE STREET,M2,"08",,THE FRANCISCAN ORDER,"10170",Sullivan-Thompson Historic District,,1005170037.00000000000,,,
MN,"2167","56","112","271","3000","06","10","10033",270 WADSWORTH AVENUE,M9,"08",X,RC CHUR ST ELIZABETH,"29250",,,1021670056.00000000000,,,
MN,"1417","17","108","110","2000","02","4","10065",241 EAST 62 STREET,M1,"08",X,COPTIC ORTHODOX PATRIARCHATE - DIOCESE O F NEW YORK,"5021",Treadwell Farm Historic District,,1014170017.00000000000,,,
MN,"1234","61","107","175","5001","03","6","10024",552 WEST END AVENUE,M1,"08",X,ST IGNATIUS PROT EPIS,"7571",Riverside-West End Historic District Extension I,,1012340061.00000000000,,,
MN,"435","48","103","32","1001","01","2","10009",109 EAST 7 STREET,M4,"08",X,RC CHUR ST STANISLAUS,"1912",East Village / Lower East Side Historic District,,1004350048.00000000000,,,
MN,"1717","21","110","190","1000","03","9","10026",23 WEST 118 STREET,M1,"08",X,BETHEL WAY OF THE ETAL,"5046",,,1017170021.00000000000,,,
MN,"1881","56","107","195","3001","03","7","10025",550 CATHEDRAL PARKWAY,M1,"08",X,CONG RAMATH ORAH,"5319",,,1018810056.00000000000,,,
MN,"1033","17","104","121","1001","02","3","10036",329 WEST 42 STREET,M3,"08",X,RC CHUR OF THE HOLY C,"2500",,,1010330017.00000000000,,,
MN,"1378","10","108","122","3003","02","4","10065",13 EAST 63 STREET,M1,"08",X,CONGREGATION BEIT YAAKOV,"4566",Upper East Side Historic District,,1013780010.00000000000,,,
MN,"1788","8","111","194","4000","05","8","10035",217 EAST 123 STREET,M1,"08",X,CHAMBERS MEML BPT CHURCH,"4642",,,1017880008.00000000000,,,
MN,"435","49","103","32","1001","01","2","10009",107 EAST 7 STREET,M1,"08",X,RC CHUR ST STANISLAUS,"5655",East Village / Lower East Side Historic District,,1004350049.00000000000,,,
MN,"827","22","105","58","1005","02","3","10010",13 WEST 25 STREET,M1,"08",X,PROVSLAND CRKS,"24445",,INDIVIDUAL LANDMARK,1008270022.00000000000,,"1",soft only
MN,"405","41","103","34","2000","01","2","10009",543 EAST 11 STREET,M3,"08",,RUSSN UKR POLISH PENT,"2065",,,1004050041.00000000000,,,
MN,"2157","22","112","269","5001","06","10","10033",386 AUDUBON AVENUE,M9,"08",X,UNITY PANAMERICANO INC,"1080",,,1021570022.00000000000,,,
MN,"1142","161","107","157","8000","03","6","10023",154 WEST 71 STREET,M3,"08",X,CHURCH OF THE BLESSED SACRAMENT,"3213",Upper West Side / Central Park West Historic District,,1011420161.00000000000,,,
MN,"1746","2","111","198","1009","05","9","10035",1832 MADISON AVENUE,M1,"08",,UNAVAILABLE OWNER,"57960",,,1017460002.00000000000,,,
MN,"1594","30","110","186","2001","03","9","10026",7 CENTRAL PARK NORTH,M1,"08",X,"ASSEMBLY OF CHRISTIAN CHURCHES, INC.","5000",,,1015940030.00000000000,,,
MN,"2201","40","112","299","2012","06","10","10034",439 WEST 204 STREET,M3,"08",X,CHURCH OF ST JUDE,"6828",,,1022010040.00000000000,,,
MN,"1917","26","110","226","1002","05","9","10027",111 WEST 132 STREET,M1,"08",X,"ST. PAUL BAPTIST CHURCH, INC.","1749",Central Harlem West -- 130-132nd Street Historic District,,1019170026.00000000000,,,
MN,"1410","42","108","128","1001","02","4","10021",184 EAST 76 STREET,M4,"08",X,FATHERS BLESSED SACRA,"10217",,,1014100042.00000000000,,,
MN,"1775","166","111","242","2001","05","9","10035",108 EAST 128 STREET,M9,"08",,"TIDJANI ISLANIC COMMUNITY OF NEW YORK, I NC.","5995",,,1017750166.00000000000,,"1",soft only
MN,"1915","53","110","226","2001","05","9","10027",146 WEST 131 STREET,M1,"08",X,FRIENDSHIP BAPTIST CH,"4288",Central Harlem West -- 130-132nd Street Historic District,,1019150053.00000000000,"1",,vacant onl
MN,"1422","16","108","118","3000","02","4","10065",223 EAST 67 STREET,M1,"08",X,ZEN STUDIES SOCIETYINC,"2773",,,1014220016.00000000000,,,
MN,"1726","35","110","208","2002","05","9","10035",2084 5 AVENUE,M9,"08",,"LOVETT, GENA R","1500",,,1017260035.00000000000,"1",,vacant onl
MN,"1725","48","110","208","3000","05","9","10027",26 WEST 128 STREET,M3,"08",X,EAST MT OLIVE BPT CH,"2498",,,1017250048.00000000000,,,
MN,"1905","103","110","220","1001","03","9","10027",2009 ADAM C POWELL BLVD,M9,"08",X,MOUNT PLEASANT CHRIST,"1238",,,1019050103.00000000000,,,
MN,"390","58","103","26.02","2001","01","2","10009",195 EAST 7 STREET,M1,"08",X,AGLESIA APOSTOLICA PE,"1380",,,1003900058.00000000000,,,
MN,"774","14","104","91","2002","02","3","10011",243 WEST 24 STREET,M1,"08",X,SIVANANDA YOGA VEDANTA CENTER INC,"1760",,,1007740014.00000000000,,,
MN,"1528","15","108","138","4001","02","5","10028",229 EAST 82 STREET,M1,"08",X,MAGYAR REF CHU9CH,"5193",,,1015280015.00000000000,,,
MN,"746","28","104","93","2001","02","3","10011",315 WEST 22 STREET,M1,"08",X,THE GERMAN EV LUTH CHURCH OF ST PAUL,"5859",Chelsea Historic District Extension,,1007460028.00000000000,,,
MN,"911","45","106","70","2001","02","2","10016",236 EAST 31 STREET,M3,"08",X,EPISCPL CHRCH GOOD SHPR,"1852",,,1009110045.00000000000,,,
MN,"2047","5","110","235.02","1001","05","9","10039",303 WEST 153 STREET,M1,"08",X,BETHANY BAPTIST CHURCH,"4996",,,1020470005.00000000000,"1",,vacant onl
MN,"1516","5","108","148.02","3001","02","4","10128",109 EAST 87 STREET,M1,"08",X,GREATER NY CORPORATION OF SEVENTH- DAY A DVENTIST,"5371",,,1015160005.00000000000,,,
MN,"1917","37","110","226","1002","05","9","10030",102 WEST 133 STREET,M1,"08",X,GRACE GOSPEL CHAPEL INC,"8597",,,1019170037.00000000000,"1",,vacant onl
MN,"1225","43","107","181","2000","03","6","10025",124 WEST 95 STREET,M1,"08",X,CONG OHAB ZEDEK,"3704",,,1012250043.00000000000,,,
MN,"286","32","103","2.01","1000","01","1","10002",237 EAST BROADWAY,M1,"08",X,SHEARYTH ADAS ISRAEL,"2071",,,1002860032.00000000000,,,
MN,"1632","26","111","166","1000","04","8","10029",161 EAST 104 STREET,M9,"08",,CHURCH OF LIVING HOPE,"2523",,,1016320026.00000000000,,"1",soft only
MN,"1635","124","111","172","4000","04","8","10029",153 EAST 107 STREET,M1,"08",X,IGLESIA ALIANZA ETC,"1716",,,1016350124.00000000000,"1",,vacant onl
MN,"1896","52","109","205","2000","03","7","10025",633 WEST 115 STREET,M9,"08",X,KOREAN METH CHUR&INST,"2523",Morningside Heights Historic District,,1018960052.00000000000,,,
MN,"1312","63","105","112.03","2001","02","4","10022",122 EAST 58 STREET,M1,"08",X,MOSDOT SHUVA ISRAEL,"5724",,,1013120063.00000000000,,,
MN,"517","126","102","49","3001","02","3","10012",145 THOMPSON STREET,M1,"08",X,CHUR ST ANTHONY OF PA,"7502",Sullivan-Thompson Historic District,,1005170126.00000000000,,,
MN,"864","51","106","74","1000","02","2","10016",26 EAST 35 STREET,M9,"08",,THE COMMUNITY CHURCH OF NY,"2057",,,1008640051.00000000000,,,
MN,"2115","27","112","241","4000","06","7","10032",512 WEST 157 STREET,M1,"08",X,NEW CONVENANT BAPT CH,"4996",,,1021150027.00000000000,,,
MN,"865","18","106","82","3000","02","4","10016",209 MADISON AVENUE,M3,"08",X,P E CHUR OF INCARNATI,"2249",,INDIVIDUAL LANDMARK,1008650018.00000000000,,,
MN,"306","30","103","16","2001","02","1","10002",77 ELDRIDGE STREET,M1,"08",X,BETHEL ASSEMBLY OF GOD,"2924",,,1003060030.00000000000,,,
MN,"1250","86","107","175","1000","03","6","10024",309 WEST 89 STREET,M9,"08",,CONGR AHAVATH CHESSED,"2013",Riverside-West End Historic District,,1012500086.00000000000,,,
MN,"1514","13","108","148.01","2001","02","4","10028",125 EAST 85 STREET,M1,"08",X,CONG KEHILATH JESHURUN,"15641",,,1015140013.00000000000,,,
MN,"1879","17","107","195","4000","03","7","10025",221 WEST 107 STREET,M3,"08",X,R  C CHURCH OF ASCENS,"2175",,,1018790017.00000000000,,,
MN,"1631","68","111","166","5001","04","8","10029",112 EAST 104 STREET,M1,"08",X,IGLESIA GETHSEMANI PE,"4020",,,1016310068.00000000000,,,
MN,"1452","32","108","134","9000","02","5","10075",352 EAST 78 STREET,M1,"08",X,CONG BNAI JEHUDA,"2554",,,1014520032.00000000000,,,
MN,"382","22","103","28","4001","01","2","10009",181 AVENUE D,M1,"08",X,ST EMERIC R C CHURCH,"60505",,,1003820022.00000000000,,,
MN,"902","24","106","64","2000","02","2","10010",237 EAST 21 STREET,M3,"08",X,RC CHUR OF EPIPHANY,"2690",,,1009020024.00000000000,,,
MN,"2246","115","112","287","1007","06","10","10034",1815 RIVERSIDE DRIVE,M9,"08",X,CORPORATION OF THE PRESIDING BISHOP,"17375",,,1022460115.00000000000,,,
MN,"1066","43","104","139","2000","02","3","10019",422 WEST 57 STREET,M1,"08",X,TRINITY PRESBYTERIANCH,"5021",,,1010660043.00000000000,,,
MN,"1774","61","111","196","3001","05","9","10035",110 EAST 126 STREET,M1,"08",X,LATIN AMERICA PENTECOSTAL CHURCH,"14983",,,1017740061.00000000000,,,
MN,"2180","466","112","281","2001","06","10","10040",178 BENNETT AVENUE,M3,"08",X,OUR SAVIORS ATONEMENT LUTHERAN CHURCH,"2400",,,1021800466.00000000000,,,
MN,"1414","36","108","110","3002","02","4","10022",226 EAST 60 STREET,M3,"08",X,PROT EPIS CHUR ST THO,"1930",,,1014140036.00000000000,,,
MN,"2050","1","109","227","2001","06","7","10031",281 CONVENT AVENUE,M1,"08",X,ST LUKES EPISCOPAL CH,"15650",Hamilton Heights Historic District,,1020500001.00000000000,"1",,vacant onl
MN,"303","39","103","16","1002","02","1","10002",133 CANAL STREET,M9,"08",,"HERITAGE GROUP OF NEW YORK, L.P.","4811",,,1003030039.00000000000,,,
MN,"878","32","106","68","4001","02","2","10010",151 EAST 22 STREET,M1,"08",X,GUSTAUVS LUTHERAN CHU,"4937",,,1008780032.00000000000,,,
MN,"438","49","103","34","3001","01","2","10009",257 EAST 10 STREET,M1,"08",X,CHUR OF CHRIST NYC MI,"2369",,,1004380049.00000000000,,,
MN,"1983","20","109","219","4002","05","7","10027",503 WEST 126 STREET,M9,"08",X,BIBLE TEMPLE,"2258",,,1019830020.00000000000,,,
MN,"2145","1","112","263","4000","06","10","10033",4140 BROADWAY,M1,"08",X,UNITED CHRSTN EVGLSTETA,"30475",,INDIVIDUAL LANDMARK,1021450001.00000000000,,,
MN,"1057","28","104","127","3000","02","3","10036",407 WEST 47 STREET,M9,"08",X,CALVARY CHRISTIAN CHURCH,"2008",,,1010570028.00000000000,,,
MN,"404","2","103","34","2001","01","2","10009",168 AVENUE A,M9,"08",X,ALPHA Y OMEGA INC,"1510",,,1004040002.00000000000,,,
MN,"1396","44","108","114.02","1001","02","4","10065",148 EAST 62 STREET,M1,"08",X,METROPOLITAN KORYO UNITED METHODIST CHUR CH,"4017",,,1013960044.00000000000,,,
MN,"1631","11","111","166","5001","04","8","10029",131 EAST 103 STREET,M1,"08",X,BETHANY CHRISTIAN CHURCH,"3229",,,1016310011.00000000000,,,
MN,"1449","11","108","134","8000","02","5","10021",337 EAST 74 STREET,M1,"08",X,GREEK ORTHODOX ARCHDIOCESE N S AMER,"12771",,,1014490011.00000000000,,,
MN,"1933","26","110","224","3001","05","9","10027",211 WEST 129 STREET,M9,"08",X,SALEM UNITED METHODIST CHURCH,"5620",,,1019330026.00000000000,,,
MN,"1831","60","110","218","3000","03","9","10026",252 WEST 116 STREET,M2,"08",X,COMMUNITY FOOD RESOURCE  INC,"5046",,,1018310060.00000000000,"1",,vacant onl
MN,"2050","163","109","227","2001","06","7","10031",416 WEST 144 STREET,M1,"08",,72 LLC,"1600",Hamilton Heights Historic District,,1020500163.00000000000,,,
MN,"1751","20","111","206","2005","05","9","10035",1971 MADISON AVENUE,M1,"08",X,1975 MADISON LLC,"13168",,,1017510020.00000000000,"1",,vacant onl
MN,"841","57","105","84","2000","02","4","10018",12 WEST 40 STREET,M1,"08",X,452 FIFTH OWNERS LLC,"2472",,,1008410057.00000000000,,,
MN,"283","16","103","6","1001","02","1","10002",139 HENRY STREET,M1,"08",X,CHURCH OF ST TERESA,"2295",,,1002830016.00000000000,,,
MN,"1709","16","111","178","2001","04","8","10029",438 EAST 116 STREET,M9,"08",X,OUR LADY MT CARMEL CH,"28882",,,1017090016.00000000000,,,
MN,"1507","9","108","160.01","4000","02","4","10128",7 EAST 95 STREET,M9,"08",X,HOUSE OF THE REDEEMER,"6294",Expanded Carnegie Hill Historic District,INDIVIDUAL LANDMARK,1015070009.00000000000,,,
MN,"1128","33","107","161","3000","03","6","10023",160 CENTRAL PARK WEST,M1,"08",X,4TH UNIVERSALIST SOCIETY,"15326",Central Park West-76th Street Historic District,,1011280033.00000000000,,,
MN,"831","33","105","76","2005","02","4","10001",270 5 AVENUE,M1,"08",X,COLLEGIATE REFORM CHU,"14835",,INDIVIDUAL LANDMARK,1008310033.00000000000,"1",,vacant onl
MN,"1929","6","110","222","1002","05","9","10027",259 WEST 123 STREET,M9,"08",,PRESBYTERIAN CHURCH OF GHANA NY USA,"8780",,,1019290006.00000000000,,,
MN,"1033","49","104","121","1001","02","3","10036",332 WEST 43 STREET,M1,"08",X,RC CHUR OF THE HOLY C,"17656",,,1010330049.00000000000,,,
MN,"1410","53","108","128","1001","02","4","10021",1067 LEXINGTON AVENUE,M1,"08",X,EGLISE ST JEAN BAP RC CH,"19922",,INDIVIDUAL LANDMARK,1014100053.00000000000,,,
MN,"764","22","104","81","6000","02","3","10011",231 WEST 14 STREET,M1,"08",X,ROMAN CATH CHRCH OURLDY,"3000",,,1007640022.00000000000,,,
MN,"1501","69","108","150.02","4001","02","4","10128",1085 5 AVENUE,M1,"08",X,CHURCH HEAVENLY REST,"25736",Expanded Carnegie Hill Historic District,,1015010069.00000000000,,,
MN,"896","38","106","48","4000","02","2","10003",220 EAST 15 STREET,M1,"08",X,FRIENDS SEMINARY,"3098",,,1008960038.00000000000,,,
MN,"1754","20","111","206","2002","05","9","10035",41 EAST 129 STREET,M1,"08",X,RC CHUR ALL SAINTS,"22382",,INDIVIDUAL LANDMARK,1017540020.00000000000,,,
MN,"1251","53","107","179","3000","03","6","10024",303 WEST 91 STREET,M1,"08",,CONG-YEASHIVA HECHAL,"1775",Riverside-West End Historic District,,1012510053.00000000000,,,
MN,"1327","20","106","98","1000","02","4","10022",247 EAST 53 STREET,M9,"08",X,SEICHO-NO-IE INC,"2510",,,1013270020.00000000000,,,
MN,"283","17","103","6","1001","02","1","10002",141 HENRY STREET,M2,"08",X,ST TERESAS R C CHURCH,"2233",,,1002830017.00000000000,,,
MN,"1824","1","110","218","2002","03","9","10026",1881 ADAM C POWELL BLVD,M1,"08",X,MT NEBOH BAPTIST CHUR,"6262",,,1018240001.00000000000,,,
MN,"1163","50","107","159","6001","03","6","10023",236 WEST 72 STREET,M2,"08",X,METROPOLITAN NY BAPTIST ASSOCIATION,"2554",West End-Collegiate Historic District Extension,,1011630050.00000000000,,,
MN,"1217","1","107","173","1000","03","6","10024",165 WEST 86 STREET,M1,"08",X,WEST PARK PRESB CHURC,"10157",,INDIVIDUAL LANDMARK,1012170001.00000000000,,,
MN,"1158","34","107","155","6000","03","6","10023",190 AMSTERDAM AVENUE,M1,"08",X,WEST END SYNAGOGUE,"4000",,,1011580034.00000000000,,,
MN,"87","1","101","13","1009","02","1","10007",209 BROADWAY,M1,"08",X,ST PAULS CHURCH,"64560",,INDIVIDUAL LANDMARK,1000870001.00000000000,,,
MN,"1665","8","111","188","3001","04","8","10029",213 EAST 115 STREET,M3,"08",,PRIMERA ING BAUTISTA,"1817",,,1016650008.00000000000,,,
MN,"807","17","105","101","1007","02","3","10001",143 WEST 31 STREET,M3,"08",X,ST FRANCIS ASSISI CHU,"3150",,,1008070017.00000000000,,,
MN,"764","23","104","81","6000","02","3","10011",229 WEST 14 STREET,M1,"08",X,CHUR OUR LADY GUADALU,"3000",,,1007640023.00000000000,,,
MN,"1913","43","110","224","1001","05","9","10027",122 WEST 129 STREET,M1,"08",X,HOLY CROSS AFR ORTH C,"2498",,,1019130043.00000000000,,,
MN,"49","1","101","13","2000","02","1","10006",75 BROADWAY,M1,"08",X,PARISH OF TRINITY CHRH,"98432",,INDIVIDUAL LANDMARK,1000490001.00000000000,,,
MN,"88","11","101","21","1011","02","1","10007",22 BARCLAY STREET,M1,"08",X,ST PETERS R C CHURCH,"12831",,INDIVIDUAL LANDMARK,1000880011.00000000000,,,
MN,"812","161","105","109","1008","02","3","10018",128 WEST 37 STREET,M3,"08",X,HOLY INNOCENTS RC CHU,"2575",,,1008120161.00000000000,,,
MN,"463","1","103","38","1002","01","2","10003",61 COOPER SQUARE,M1,"08",X,UKRAINIAN EVANGELICAL ASSEMBLIES,"3139",,INDIVIDUAL LANDMARK,1004630001.00000000000,,,
MN,"814","36","105","113","1011","02","4","10018",1025 AVENUE OF THE AMER,M1,"08",X,MILLINERY CENTER SYNA,"1140",,,1008140036.00000000000,,,
MN,"1946","22","110","257","3000","03","9","10026",315 WEST 119 STREET,M1,"08",X,NORTHEASTERN ETC,"7560",,,1019460022.00000000000,,,
MN,"443","16","103","36.02","1001","01","2","10003",59 EAST 2 STREET,M1,"08",X,RUSSIAN ORTHODOX ETC,"9667",East Village / Lower East Side Historic District,,1004430016.00000000000,,,
MN,"898","46","106","48","2000","02","2","10003",218 EAST 18 STREET,M9,"08",X,JOYCE MERTZ-GILMOREETAL,"2300",Stuyvesant Square Historic District,,1008980046.00000000000,,,
MN,"1708","1","111","178","3003","04","8","10029",2222 1 AVENUE,M9,"08",,"PISACANO ENTERPRISES, INC.","2169",,,1017080001.00000000000,,,
MN,"1825","36","110","218","2000","03","9","10026",119 LENOX AVENUE,M1,"08",,MASJID MALCOLM SHABAZ,"7197",,,1018250036.00000000000,,"1",soft only
MN,"1946","37","110","257","3000","03","9","10027",302 WEST 120 STREET,M1,"08",,ST JAMES COMMUNITY CH,"2523",,,1019460037.00000000000,,,
MN,"586","20","102","67","3006","02","3","10014",240 BLEECKER STREET,M1,"08",X,CHUR OUR LADY POMPEI,"18000",Greenwich Village Historic District Extension II,,1005860020.00000000000,,,
MN,"2080","23","109","233","2001","06","7","10031",511 WEST 148 STREET,M3,"08",,MANHATTAN BIBLE INST,"4996",,,1020800023.00000000000,,,
MN,"1228","5","107","167","3001","03","6","10024",251 WEST 80 STREET,M1,"08",X,ALL ANGELS CHURCH INC,"3585",Riverside-West End Historic District Extension I,,1012280005.00000000000,,,
MN,"2030","50","110","232","4001","05","9","10039",240 WEST 145 STREET,M1,"08",X,UNION BAPTIST CHURCH,"10891",,,1020300050.00000000000,"1",,vacant onl
MN,"1222","153","107","177","3000","03","6","10025",146 WEST 92 STREET,M4,"08",,"COLOSIMO, ANDREW  JOHN","1913",,,1012220153.00000000000,,,
MN,"1666","47","111","188","3000","04","8","10035",2135 3 AVENUE,M1,"08",X,CHURCH OF GOD OF THIRD AVENUE,"2871",,,1016660047.00000000000,,,
MN,"1721","132","110","200","2003","05","9","10027",32 WEST 123 STREET,M9,"08",,EMPIRE TERRACE LLC,"3088",Mount Morris Park Historic District,,1017210132.00000000000,,,
MN,"426","9","103","36.01","3002","01","1","10002",229 BOWERY,M9,"08",X,BOWERY MISSION & ETAL,"4650",,,1004260009.00000000000,,,
MN,"1908","26","110","222","2002","05","9","10027",261 LENOX AVENUE,M1,"08",X,CP 7 DAY ADVENTIST,"15152",Mount Morris Park Historic District,,1019080026.00000000000,,,
MN,"890","77","106","72","1000","02","2","10016",124 EAST 35 STREET,M1,"08",X,NEW YORK SOCIETY OF THE NEW CHURCH,"7615",Murray Hill Historic District,,1008900077.00000000000,,,
MN,"1770","33","111","196","2000","04","8","10035",169 EAST 121 STREET,M1,"08",X,REF DUTCH CHUR OF HAR,"6249",,,1017700033.00000000000,,"1",soft only
MN,"1937","29","110","226","3003","05","9","10027",2220 ADAM C POWELL BLVD,M1,"08",X,SHILOH BAPTISH CHURCH,"3744",,,1019370029.00000000000,,,
MN,"1142","20","107","157","8000","03","6","10023",133 WEST 70 STREET,M4,"08",X,CHURCH OF THE BLESSED SACRAMENT,"2000",Upper West Side / Central Park West Historic District,,1011420020.00000000000,,,
MN,"1913","17","110","224","1001","05","9","10027",127 WEST 128 STREET,M1,"08",X,HOUSE OF GOD,"2498",,,1019130017.00000000000,,,
MN,"1140","40","107","153","2000","03","6","10023",120 WEST 69 STREET,M3,"08",X,CHRIST & ST STEPHENS CHURCH,"2008",Upper West Side / Central Park West Historic District,,1011400040.00000000000,,,
MN,"1334","46","106","88","6001","02","4","10017",310 EAST 42 STREET,M1,"08",,CHURCH OF THE CONVENT,"7400",Tudor City Historic District,,1013340046.00000000000,,,
MN,"377","64","103","26.02","1001","01","2","10009",247 EAST 7 STREET,M1,"08",X,"ASSEMBLY OF CHRISTIAN CHURCHES, INC.","2332",,,1003770064.00000000000,,"1",soft only
MN,"2043","10","110","259","2003","05","9","10030",305 WEST 141 STREET,M1,"08",X,THE CHURCH OF THE MEEK,"2498",,,1020430010.00000000000,,,
MN,"1991","1","109","205","1008","03","7","10027",470 RIVERSIDE DRIVE,M9,"08",X,INTERCHURCH CENTER INC,"32367",,,1019910001.00000000000,,,
MN,"1871","24","107","187","6000","03","7","10025",227 WEST 99 STREET,M3,"08",X,ST MICHAELS EPISCOPAL CHURCH,"4188",,INDIVIDUAL LANDMARK,1018710024.00000000000,,,
MN,"480","40","102","41","6003","02","1","10013",378 BROOME STREET,M1,"08",,USD 378 BROOME LLC,"2635",,,1004800040.00000000000,,,
MN,"1043","149","104","133","5001","02","3","10019",338 WEST 53 STREET,M3,"08",X,ST BENEDICT MOOR CHUR,"4017",,,1010430149.00000000000,,,
MN,"1723","164","110","200","2000","05","9","10027",72 WEST 126 STREET,M3,"08",X,MNYS WEST 126TH LLC,"1249",,,1017230164.00000000000,,,
MN,"807","18","105","101","1007","02","3","10001",137 WEST 31 STREET,M1,"08",X,ST FRANCIS ASSISI CHU,"14352",,,1008070018.00000000000,,,
MN,"1061","6","104","133","3000","02","3","10019",459 WEST 51 STREET,M3,"08",X,CHURCH OF THE SACRED HEART OF JESUS,"2008",,,1010610006.00000000000,,,
MN,"749","23","104","93","1000","02","3","10001",329 WEST 25 STREET,M1,"08",X,ST COLUMBAS RC CHUR,"2469",,,1007490023.00000000000,,,
MN,"1166","11","107","163","4001","03","6","10023",237 WEST 74 STREET,M9,"08",X,ST JOSEPHS IMMIGRANT,"6130",West End-Collegiate Historic District Extension,,1011660011.00000000000,,,
MN,"613","17","102","73","6000","02","3","10014",232 WEST 11 STREET,M1,"08",X,GREATER NEW YORK CORP,"8295",Greenwich Village Historic District,,1006130017.00000000000,,,
MN,"1682","4","111","180","2001","04","8","10029",2152 2 AVENUE,M1,"08",,METRO NORTH ASSN INC,"2500",,,1016820004.00000000000,"1",,vacant onl
MN,"896","26","106","48","4000","02","2","10003",244 EAST 15 STREET,M1,"08",X,ST MARYS GREEK CHURCH,"7047",,,1008960026.00000000000,,,
MN,"1729","69","110","208","1000","05","9","10037",440 LENOX AVENUE,M1,"08",X,ST JOHNS PENTECOSTAL,"3654",,,1017290069.00000000000,,,
MN,"1450","15","108","134","7000","02","5","10021",325 EAST 75 STREET,M1,"08",X,MANHATTAN SEPHARDICCONGREGATION,"2043",,,1014500015.00000000000,,,
MN,"333","10","103","22.01","4001","01","2","10002",262 DELANCEY STREET,M1,"08",X,CONG ELM HADASS,"4400",,,1003330010.00000000000,,,
MN,"1966","70","109","209.01","1000","05","7","10027",405 WEST 125 STREET,M3,"08",X,RC CHUR ST JOSEPH,"1950",,,1019660070.00000000000,,,
MN,"196","28","101","31","1001","02","1","10013",82 WALKER STREET,M2,"08",X,NY CHINESE BAPTIST CHCH,"2285",,,1001960028.00000000000,,,
MN,"541","23","102","65","1005","02","1","10012",55 WASHINGTON SQUARE S,M1,"08",X,JUDSON MEMORIAL CHURCH,"7475",,INDIVIDUAL LANDMARK,1005410023.00000000000,,,
MN,"1903","11","110","220","2001","03","9","10026",141 WEST 118 STREET,M1,"08",X,2ND ST JOHN BAPT CHUR,"6050",Mount Morris Park Historic District Extension,,1019030011.00000000000,,,
