bbl,10_bldgclass,10_lotarea,10_bldgarea,10_histdist,10_landmark,10_ownername,11_bldgclass,11_lotarea,11_bldgarea,11_histdist,11_landmark,11_ownername,12_bldgclass,12_lotarea,12_bldgarea,12_histdist,12_landmark,12_ownername,13_bldgclass,13_lotarea,13_bldgarea,13_histdist,13_landmark,13_ownername,14_bldgclass,14_lotarea,14_bldgarea,14_histdist,14_landmark,14_ownername,15_bldgclass,15_lotarea,15_bldgarea,15_histdist,15_landmark,15_ownername,16_bldgclass,16_lotarea,16_bldgarea,16_histdist,16_landmark,16_ownername,17_bldgclass,17_lotarea,17_bldgarea,17_histdist,17_landmark,17_ownername,18_bldgclass,18_lotarea,18_bldgarea,18_histdist,18_landmark,18_ownername,19_bldgclass,19_lotarea,19_bldgarea,19_histdist,19_landmark,19_ownername,20_bldgclass,20_lotarea,20_bldgarea,20_histdist,20_landmark,20_ownername,cd_x,address_x,xcoord_x,ycoord_x,dob_permits,dob_A1,dob_A2,dob_A3,dob_NB,dob_DM,dob_ALL,council,builtfar,residfar,commfar,facilfar,unbuiltfar,vacant,softsite,adjacency
1001960027,L9,2226,8900,                                        ,                                   ,NEW YORK CHINESE ETC ,L9,2226,8900,                                        ,                                   ,NEW YORK CHINESE ETC ,L9,2226,8900,                                        ,                                   ,NEW YORK CHINESE ETC ,L9,2226,8900,,,NEW YORK CHINESE ETC,L9,2226,8900,,,NEW YORK CHINESE ETC,L9,2226,8900,                                        ,                                   ,NEW YORK CHINESE ETC ,L9,2226,8900,,,NEW YORK CHINESE ETC,L9,2226,8900,,,NEW YORK CHINESE ETC,L9,2226,8900,,,NEW YORK CHINESE ETC,K4,2226,8900,,,NEW YORK CHINESE ETC,M1,2226,8900,,,NEW YORK CHINESE ETC,101.0,84 WALKER STREET,983862.0,200985.0,"[{'job_type': 'A1', 'work_type': None, 'date': '2001-04-20T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'SP', 'date': '2009-09-16T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2001-04-20T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2019-02-26T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2001-04-20T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2001-04-20T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': 'PL', 'date': '2009-08-06T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '2013-07-01T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2012-04-20T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2001-08-17T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2001-04-20T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A1', 'work_type': 'PL', 'date': '2009-08-06T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A1', 'work_type': None, 'date': '2001-04-20T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2001-08-17T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'SP', 'date': '2009-09-16T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': 'PL', 'date': '2009-08-06T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A1', 'work_type': 'PL', 'date': '2009-08-06T00:00:00.000', 'filing_status': 'RENEWAL'}]",10,7,0,0,0,17,1.0,4.0,0.0,5.0,6.5,2.5,,,
1001960028,M2,2285,2250,                                        ,                                   ,NY CHINESE BAPTIST CH,M2,2285,2250,                                        ,                                   ,NY CHINESE BAPTIST CH,M2,2285,2250,                                        ,                                   ,NY CHINESE BAPTIST CH,M2,2285,2250,,,NY CHINESE BAPTIST CH,M2,2285,2250,,,NY CHINESE BAPTIST CH,M2,2285,2250,                                        ,                                   ,NY CHINESE BAPTIST CH,M2,2285,2250,,,NY CHINESE BAPTIST CH,M2,2285,2250,,,NY CHINESE BAPTIST CH,M2,2285,2250,,,NY CHINESE BAPTIST CH,M2,2285,2250,,,NY CHINESE BAPTIST CHCH,M2,2285,2250,,,NY CHINESE BAPTIST CHCH,101.0,82 WALKER STREET,983841.0,200999.0,[],0,0,0,0,0,0,1.0,0.98,0.0,5.0,6.5,5.52,,,
1002010028,M9,1915,8975,                                        ,                                   ,TRUST IN GOD CHURCH  ,M9,1915,8975,                                        ,                                   ,TRUST IN GOD CHURCH  ,M9,1915,8975,                                        ,                                   ,TRUST IN GOD CHURCH  ,M9,1915,8975,,,TRUST IN GOD CHURCH,M9,1915,8975,,,TRUST IN GOD CHURCH,M9,1915,8975,                                        ,                                   ,TRUST IN GOD CHURCH  ,M9,1915,8975,,,TRUST IN GOD CHURCH,M9,1915,8975,,,TRUST IN GOD CHURCH,M9,1915,8975,,,TRUST IN GOD CHURCH,M9,1915,8975,,,TRUST IN GOD CHURCH,M9,1915,8975,,,TRUST IN GOD CHURCH,103.0,5 ELIZABETH STREET,984877.0,200026.0,"[{'job_type': 'A3', 'work_type': 'EQ', 'date': '2011-06-21T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '1997-03-20T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'EQ', 'date': '2012-10-05T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2001-05-07T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2001-05-07T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2011-06-21T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2001-05-15T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'EQ', 'date': '2012-10-05T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2001-05-07T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2001-05-07T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '1994-12-13T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '1994-10-26T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-10-05T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-10-05T00:00:00.000', 'filing_status': 'RENEWAL'}]",0,11,3,0,0,14,1.0,4.69,3.44,6.0,6.5,1.81,,,
1002350008,M1,2838,14000,                                        ,                                   ,AMERICAN SOCITY BDHTS,M1,2838,14000,                                        ,                                   ,AMERICAN SOCITY BDHTS,M1,2838,14000,                                        ,                                   ,AMERICAN SOCITY BDHTS,M1,2838,14000,,,AMERICAN SOCITY BDHTS,M1,2838,14000,,,AMERICAN SOCITY BDHTS,M1,2838,14000,                                        ,                                   ,AMERICAN SOCITY BDHTS,M1,2838,14000,,,AMERICAN SOCITY BDHTS,M1,2838,14000,,,AMERICAN SOCITY BDHTS,M1,2838,14000,,,AMERICAN SOCITY BDHTS,M1,2838,14000,,,AMERICAN SOCITY BDHTSOC,M1,2838,14000,,,AMERICAN SOCITY BDHTSOC,102.0,214 CENTRE STREET,984623.0,201277.0,"[{'job_type': 'A2', 'work_type': 'OT', 'date': '2016-07-16T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '1994-08-02T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'EQ', 'date': '2016-07-21T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2010-09-28T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'SP', 'date': '2014-05-28T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2016-07-15T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2006-10-31T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2010-09-28T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'SP', 'date': '2017-12-28T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2017-12-28T00:00:00.000', 'filing_status': 'INITIAL'}]",0,8,2,0,0,10,1.0,4.93,0.0,5.0,6.5,1.5700000000000005,,,
1002670019,M3,18425,16862,                                        ,ALL SAINTS' FREE CHURCH            ,ST AUGUSTINE PARISHET,M3,18425,16862,                                        ,ALL SAINTS' FREE CHURCH            ,ST AUGUSTINE PARISHET,M3,18425,16862,                                        ,ALL SAINTS' FREE CHURCH            ,ST AUGUSTINE PARISHET,M3,18425,16862,,ALL SAINTS' FREE CHURCH,ST AUGUSTINE PARISHET,M3,18425,16862,,ALL SAINTS' FREE CHURCH,ST AUGUSTINE PARISHET,M3,18425,16862,                                        ,ST. AUGUSTINE'S CHAPEL             ,ST AUGUSTINE PARISHET,M3,18425,16862,,ST. AUGUSTINE'S CHAPEL,ST AUGUSTINE PARISHET,M3,18425,16862,,ST. AUGUSTINE'S CHAPEL,ST AUGUSTINE PARISHET,M3,18425,16862,,INDIVIDUAL LANDMARK,ST AUGUSTINE PARISHET,M3,18425,16862,,INDIVIDUAL LANDMARK,ST AUGUSTINE PARISHETAL,M3,18425,16862,,INDIVIDUAL LANDMARK,ST AUGUSTINE PARISHETAL,103.0,333 MADISON STREET,988928.0,199280.0,"[{'job_type': 'A2', 'work_type': 'PL', 'date': '1993-09-14T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '1993-09-13T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '1993-09-13T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FP', 'date': '2017-10-27T00:00:00.000', 'filing_status': 'INITIAL'}]",0,4,0,0,0,4,2.0,0.92,3.44,0.0,6.5,5.58,,,
1002710055,M1,2608,6000,                                        ,                                   ,WORLD BUDDHIST CENTRE,M1,2608,6000,                                        ,                                   ,WORLD BUDDHIST CENTRE,M1,2608,6000,                                        ,                                   ,WORLD BUDDHIST CENTRE,M1,2608,6000,,,WORLD BUDDHIST CENTRE,M1,2608,6000,,,WORLD BUDDHIST CENTRE,M1,2608,6000,                                        ,                                   ,WORLD BUDDHIST CENTRE,M1,2608,6000,,,WORLD BUDDHIST CENTRE,M1,2608,6000,,,WORLD BUDDHIST CENTRE,M1,2608,6000,,,WORLD BUDDHIST CENTRE,M1,2608,6000,,,WORLD BUDDHIST CENTRE,M1,2608,6000,,,WORLD BUDDHIST CENTRE,103.0,158 HENRY STREET,987169.0,199120.0,"[{'job_type': 'A2', 'work_type': 'OT', 'date': '2009-09-24T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2006-05-11T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-09-04T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2012-09-06T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '1998-10-01T00:00:00.000', 'filing_status': 'INITIAL'}]",0,5,0,0,0,5,1.0,2.3,3.44,0.0,6.5,4.2,,,
1002730016,M9,2383,6350,                                        ,                                   ,PENTECOSTAL EL MESIAS,M9,2383,6350,                                        ,                                   ,PENTECOSTAL EL MESIAS,M9,2383,6350,                                        ,                                   ,PENTECOSTAL EL MESIAS,M9,2383,6350,,,PENTECOSTAL EL MESIAS,M9,2383,6350,,,PENTECOSTAL EL MESIAS,M9,2383,6350,                                        ,                                   ,PENTECOSTAL EL MESIAS,M9,2383,6350,,,PENTECOSTAL EL MESIAS,M9,2383,6350,,,PENTECOSTAL EL MESIAS,M9,2383,6350,,,PENTECOSTAL EL MESIAS,M9,2383,6350,,,PENTECOSTAL EL MESIAS,M9,2383,6350,,,PENTECOSTAL EL MESIAS,103.0,189 MADISON STREET,986811.0,198978.0,"[{'job_type': 'A3', 'work_type': 'EQ', 'date': '1994-12-07T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': None, 'date': '1996-07-23T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '1993-08-24T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A1', 'work_type': 'PL', 'date': '1996-08-20T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '1996-08-12T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FB', 'date': '1993-08-27T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '1996-08-12T00:00:00.000', 'filing_status': 'INITIAL'}]",2,2,3,0,0,7,1.0,2.66,3.44,0.0,6.5,3.84,,,
1002730018,M2,2383,2380,                                        ,                                   ,LOWER MANHATTAN SPANI,M2,2383,2380,                                        ,                                   ,LOWER MANHATTAN SPANI,M2,2383,2380,                                        ,                                   ,LOWER MANHATTAN SPANI,M2,2383,2380,,,LOWER MANHATTAN SPANI,M2,2383,2380,,,LOWER MANHATTAN SPANI,M2,2383,2380,                                        ,                                   ,LOWER MANHATTAN SPANI,M2,2383,2380,,,LOWER MANHATTAN SPANI,M2,2383,2380,,,LOWER MANHATTAN SPANI,M2,2383,2380,,,LOWER MANHATTAN SPANI,M2,2383,2380,,,LOWER MANHATTAN SPANISH CONG OF JEHOVAH' S WITNESS,M2,2383,2380,,,LOWER MANHATTAN SPANISH CONG OF JEHOVAH' S WITNESS,103.0,193 MADISON STREET,986859.0,198983.0,"[{'job_type': 'A3', 'work_type': 'EQ', 'date': '1991-03-01T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2009-10-27T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '1997-07-01T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '1991-09-23T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '1997-07-18T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2009-10-27T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '1991-07-11T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '1997-07-03T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '1991-07-11T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '1991-05-20T00:00:00.000', 'filing_status': 'INITIAL'}]",0,9,1,0,0,10,1.0,1.0,3.44,0.0,6.5,5.5,,,
1002730030,M9,2383,4679,                                        ,                                   ,TRINITY ASSEMBLY OF G,M9,2383,4679,                                        ,                                   ,TRINITY ASSEMBLY OF G,M9,2383,4679,                                        ,                                   ,TRINITY ASSEMBLY OF G,M9,2383,4679,,,TRINITY ASSEMBLY OF G,M9,2383,4679,,,TRINITY ASSEMBLY OF G,M9,2383,4679,                                        ,                                   ,TRINITY ASSEMBLY OF G,M9,2383,4679,,,TRINITY ASSEMBLY OF G,M9,2383,4679,,,TRINITY ASSEMBLY OF G,M9,2383,4679,,,TRINITY ASSEMBLY OF G,M9,2383,4679,,,TRINITY ASSEMBLY OF GOD,M9,2383,4679,,,TRINITY ASSEMBLY OF GOD,103.0,138 HENRY STREET,986847.0,199085.0,[],0,0,0,0,0,0,1.0,1.96,3.44,0.0,6.5,4.54,,,
1002730031,M9,2383,4224,                                        ,                                   ,CHINESE MISSIONARY BA,M9,2383,4224,                                        ,                                   ,CHINESE MISSIONARY BA,M9,2383,4224,                                        ,                                   ,CHINESE MISSIONARY BA,M9,2383,4224,,,CHINESE MISSIONARY BA,M9,2383,4224,,,CHINESE MISSIONARY BA,M9,2383,4224,                                        ,                                   ,CHINESE MISSIONARY BA,M9,2383,4224,,,CHINESE MISSIONARY BA,M9,2383,4224,,,CHINESE MISSIONARY BA,M9,2383,4224,,,CHINESE MISSIONARY BA,M9,2383,4224,,,"CHINESE MISSIONARY BAPTIST CHURCH OF NEW  YORK, INC",M9,2383,4224,,,"CHINESE MISSIONARY BAPTIST CHURCH OF NEW  YORK, INC",103.0,136 HENRY STREET,986823.0,199083.0,[],0,0,0,0,0,0,1.0,1.77,3.44,0.0,6.5,4.73,,,
1002760002,M1,2643,11939,                                        ,                                   ,CHURCH OF ST JOSEPH  ,M1,2643,11939,                                        ,                                   ,CHURCH OF ST JOSEPH  ,M1,2643,11939,                                        ,                                   ,CHURCH OF ST JOSEPH  ,M1,2643,11939,,,CHURCH OF ST JOSEPH,M1,2643,11939,,,CHURCH OF ST JOSEPH,M1,2643,11939,                                        ,                                   ,CHURCH OF ST JOSEPH  ,M1,2643,11939,,,CHURCH OF ST JOSEPH,M1,2643,11939,,,CHURCH OF ST JOSEPH,M1,2643,11939,,,CHURCH OF ST JOSEPH,M3,2643,11939,,,CHURCH OF ST JOSEPH,M3,2643,11939,,,CHURCH OF ST JOSEPH,103.0,5 MONROE STREET,985275.0,198545.0,"[{'job_type': 'A2', 'work_type': 'OT', 'date': '1998-11-20T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2009-01-22T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2009-01-22T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FS', 'date': '1998-11-20T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '2008-12-31T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'FB', 'date': '2008-12-31T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'FB', 'date': '2008-12-31T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '2008-12-31T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2009-01-22T00:00:00.000', 'filing_status': 'RENEWAL'}]",0,9,0,0,0,9,1.0,4.52,3.44,0.0,6.5,1.9800000000000004,,,
1002760059,M1,7673,38000,                                        ,                                   ,CHURCH OF ST JOSEPH  ,M1,7673,38000,                                        ,                                   ,CHURCH OF ST JOSEPH  ,M1,7673,38000,                                        ,                                   ,CHURCH OF ST JOSEPH  ,M1,7673,38000,,,CHURCH OF ST JOSEPH,M1,7673,38000,,,CHURCH OF ST JOSEPH,M1,7673,38000,                                        ,                                   ,CHURCH OF ST JOSEPH  ,M1,7673,38000,,,CHURCH OF ST JOSEPH,M1,7673,38000,,,CHURCH OF ST JOSEPH,M1,7673,38000,,,CHURCH OF ST JOSEPH,M1,7673,38000,,,CHURCH OF ST JOSEPH,M1,7673,38000,,,CHURCH OF ST JOSEPH,103.0,53 CATHERINE STREET,985212.0,198525.0,"[{'job_type': 'A3', 'work_type': 'EQ', 'date': '2001-05-25T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FP', 'date': '2010-06-16T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2004-10-13T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2003-07-30T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '1998-06-01T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '1998-06-02T00:00:00.000', 'filing_status': 'INITIAL'}]",0,2,4,0,0,6,1.0,4.95,3.44,0.0,6.5,1.5499999999999998,,,
1002770012,M1,2539,7828,                                        ,                                   ,CHINESE EVANGEL MSSNI,M1,2539,7828,                                        ,                                   ,CHINESE EVANGEL MSSNI,M1,2539,7828,                                        ,                                   ,CHINESE EVANGEL MSSNI,M1,2539,7828,,,CHINESE EVANGEL MSSNI,M1,2539,7828,,,CHINESE EVANGEL MSSNI,M1,2539,7828,                                        ,                                   ,CHINESE EVANGEL MSSNI,M1,2539,7828,,,CHINESE EVANGEL MSSNI,M1,2539,7828,,,CHINESE EVANGEL MSSNI,M1,2539,7828,,,CHINESE EVANGEL MSSNI,M1,2539,7828,,,CHINESE EVANGEL MSSNINC,M1,2539,7828,,,CHINESE EVANGEL MSSNINC,103.0,97 MADISON STREET,985501.0,198835.0,"[{'job_type': 'A2', 'work_type': 'OT', 'date': '2017-11-09T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '1993-12-23T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '1993-12-15T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '1993-12-15T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2017-11-09T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'MH', 'date': '2017-11-22T00:00:00.000', 'filing_status': 'INITIAL'}]",0,6,0,0,0,6,1.0,3.08,3.44,0.0,6.5,3.42,,,
1002770015,M1,2514,4125,                                        ,                                   ,CHINESE CONSERV ETAL ,M1,2514,4125,                                        ,                                   ,CHINESE CONSERV ETAL ,M1,2514,4125,                                        ,                                   ,CHINESE CONSERV ETAL ,M1,2514,4125,,,CHINESE CONSERV ETAL,M1,2514,4125,,,CHINESE CONSERV ETAL,M1,2514,4125,                                        ,                                   ,CHINESE CONSERV ETAL ,M1,2514,4125,,,CHINESE CONSERV ETAL,M1,2514,4125,,,CHINESE CONSERV ETAL,M1,2514,4125,,,CHINESE CONSERV ETAL,M1,2514,4125,,,CHINESE CONSERV ETAL,M1,2514,4125,,,CHINESE CONSERV ETAL,103.0,103 MADISON STREET,985576.0,198843.0,"[{'job_type': 'A2', 'work_type': 'MH', 'date': '2010-04-07T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2010-04-09T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'FP', 'date': '2010-02-08T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2010-04-05T00:00:00.000', 'filing_status': 'INITIAL'}]",0,4,0,0,0,4,1.0,1.64,3.44,0.0,6.5,4.86,,,
1002770056,M1,4638,12351,                                        ,                                   ,CHINESE UNITED METHOD,M1,4638,12351,                                        ,                                   ,CHINESE UNITED METHOD,M1,4638,12351,                                        ,                                   ,CHINESE UNITED METHOD,M1,4638,12351,,,CHINESE UNITED METHOD,M1,4638,12351,,,CHINESE UNITED METHOD,M1,4638,12351,                                        ,                                   ,CHINESE UNITED METHOD,M1,4638,12351,,,CHINESE UNITED METHOD,M1,4638,12351,,,CHINESE UNITED METHOD,M1,4638,12351,,,CHINESE UNITED METHOD,M1,4638,12351,,,CHINESE UNITED METHODIST CHURCH INC.,M1,4638,12351,,,CHINESE UNITED METHODIST CHURCH INC.,103.0,39 CATHERINE STREET,985161.0,198770.0,"[{'job_type': 'A2', 'work_type': 'OT', 'date': '2012-08-23T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '1996-10-11T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2009-08-19T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2008-10-31T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A3', 'work_type': 'EQ', 'date': '2008-10-31T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2005-09-27T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'BL', 'date': '2005-09-27T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '1996-08-15T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2013-08-28T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2013-08-16T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2012-08-23T00:00:00.000', 'filing_status': 'RENEWAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2012-12-31T00:00:00.000', 'filing_status': 'INITIAL'}]",0,10,2,0,0,12,1.0,2.66,3.44,0.0,6.5,3.84,,,
1002790008,M1,1584,3148,                                        ,                                   ,ST JAMES R C CHURCH  ,M1,1584,3148,                                        ,                                   ,ST JAMES R C CHURCH  ,M1,1584,3148,                                        ,                                   ,ST JAMES R C CHURCH  ,M1,1584,3148,,,ST JAMES R C CHURCH,M1,1584,3148,,,ST JAMES R C CHURCH,M1,1584,3148,                                        ,                                   ,ST JAMES R C CHURCH  ,M1,1584,3148,,,ST JAMES R C CHURCH,M1,1584,3148,,,ST JAMES R C CHURCH,M4,1584,3148,,,ST JAMES R C CHURCH,M4,1584,3148,,,ST JAMES R C CHURCH,M4,1584,3148,,,ST JAMES R C CHURCH,103.0,21 OLIVER STREET,984762.0,198834.0,"[{'job_type': 'A2', 'work_type': 'MH', 'date': '2011-11-15T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'PL', 'date': '2010-12-20T00:00:00.000', 'filing_status': 'INITIAL'}, {'job_type': 'A2', 'work_type': 'OT', 'date': '2010-12-03T00:00:00.000', 'filing_status': 'INITIAL'}]",0,3,0,0,0,3,1.0,1.99,3.44,0.0,6.5,4.51,,,
1002790024,M2,3144,375,                                        ,                                   ,ST JAMES CHURCH      ,M2,3144,375,                                        ,                                   ,ST JAMES CHURCH      ,M2,3144,375,                                        ,                                   ,ST JAMES CHURCH      ,M2,3144,375,,,ST JAMES CHURCH,M2,3144,375,,,ST JAMES CHURCH,M2,3144,375,                                        ,                                   ,ST JAMES CHURCH      ,M2,3144,375,,,ST JAMES CHURCH,M2,3144,375,,,ST JAMES CHURCH,M9,3144,375,,,ST JAMES CHURCH,M9,3144,375,,,ST JAMES CHURCH,M9,3144,375,,,ST JAMES CHURCH,103.0,30 JAMES STREET,984660.0,198821.0,[],0,0,0,0,0,0,1.0,0.12,3.44,0.0,6.5,6.38,,,
